agent_id,year,total_work_hours,starting_date,total_commission
137,2011,1283,9/6/1996,2126
137,2012,284,9/6/1996,405
137,2013,552,9/6/1996,2605
137,2014,153,9/6/1996,710
137,2015,1719,9/6/1996,7863
137,2016,772,9/6/1996,2309
137,2017,1779,9/6/1996,7045
138,2017,72,1/11/2017,304
139,2004,1422,8/3/2004,3953
139,2005,1622,8/3/2004,4787
139,2006,1548,8/3/2004,2328
139,2007,470,8/3/2004,2164
139,2008,177,8/3/2004,753
139,2009,1730,8/3/2004,4482
139,2010,723,8/3/2004,2853
139,2011,774,8/3/2004,1486
139,2012,1702,8/3/2004,6079
139,2013,1641,8/3/2004,7334
139,2014,696,8/3/2004,2179
139,2015,1064,8/3/2004,4126
139,2016,1826,8/3/2004,8138
139,2017,1150,8/3/2004,5434
140,2009,153,15/12/2009,305
140,2010,1447,15/12/2009,6826
140,2011,1261,15/12/2009,2210
140,2012,798,15/12/2009,2550
140,2013,1843,15/12/2009,7328
140,2014,1900,15/12/2009,6073
140,2015,1192,15/12/2009,4211
140,2016,1137,15/12/2009,1140
140,2017,1052,15/12/2009,3638
141,1993,955,27/2/1993,1970
141,1994,1188,27/2/1993,2677
141,1995,1430,27/2/1993,4016
141,1996,392,27/2/1993,1779
141,1997,839,27/2/1993,3686
141,1998,1319,27/2/1993,4086
141,1999,1842,27/2/1993,8823
141,2000,716,27/2/1993,2065
141,2001,1188,27/2/1993,1764
141,2002,1232,27/2/1993,3936
141,2003,249,27/2/1993,416
141,2004,1462,27/2/1993,4313
141,2005,806,27/2/1993,854
141,2006,1580,27/2/1993,4845
141,2007,564,27/2/1993,1685
141,2008,1418,27/2/1993,6748
141,2009,290,27/2/1993,1287
141,2010,397,27/2/1993,705
141,2011,212,27/2/1993,967
141,2012,841,27/2/1993,3699
141,2013,455,27/2/1993,2083
141,2014,333,27/2/1993,750
141,2015,300,27/2/1993,821
141,2016,1900,27/2/1993,2377
141,2017,1657,27/2/1993,2556
142,1996,149,28/3/1996,265
142,1997,780,28/3/1996,3672
142,1998,897,28/3/1996,2573
142,1999,495,28/3/1996,1665
142,2000,725,28/3/1996,2395
142,2001,1418,28/3/1996,6321
142,2002,224,28/3/1996,294
142,2003,122,28/3/1996,227
142,2004,1821,28/3/1996,5785
142,2005,1199,28/3/1996,3650
142,2006,492,28/3/1996,673
142,2007,905,28/3/1996,1747
142,2008,1579,28/3/1996,7312
142,2009,755,28/3/1996,1453
142,2010,935,28/3/1996,2405
142,2011,1273,28/3/1996,5552
142,2012,993,28/3/1996,4175
142,2013,975,28/3/1996,2437
142,2014,1201,28/3/1996,5870
142,2015,520,28/3/1996,1203
142,2016,1857,28/3/1996,3051
142,2017,1213,28/3/1996,3252
143,2011,521,16/8/2011,949
143,2012,284,16/8/2011,1103
143,2013,1189,16/8/2011,1549
143,2014,1568,16/8/2011,1922
143,2015,801,16/8/2011,2249
143,2016,911,16/8/2011,3350
143,2017,978,16/8/2011,1725
144,1995,578,3/4/1995,2543
144,1996,1530,3/4/1995,5855
144,1997,380,3/4/1995,1585
144,1998,1250,3/4/1995,1294
144,1999,1149,3/4/1995,1445
144,2000,1677,3/4/1995,4153
144,2001,1843,3/4/1995,7022
144,2002,1746,3/4/1995,4501
144,2003,652,3/4/1995,2182
144,2004,1557,3/4/1995,6496
144,2005,165,3/4/1995,773
144,2006,1367,3/4/1995,2483
144,2007,1749,3/4/1995,5619
144,2008,370,3/4/1995,757
144,2009,1600,3/4/1995,5316
144,2010,860,3/4/1995,2181
144,2011,693,3/4/1995,2618
144,2012,1480,3/4/1995,3674
144,2013,1475,3/4/1995,5647
144,2014,757,3/4/1995,2620
144,2015,551,3/4/1995,762
144,2016,970,3/4/1995,3997
144,2017,1548,3/4/1995,4643
145,2016,1663,28/1/2016,2430
145,2017,760,28/1/2016,1323
146,1994,733,27/5/1994,3596
146,1995,227,27/5/1994,1039
146,1996,1817,27/5/1994,3170
146,1997,1827,27/5/1994,7733
146,1998,1329,27/5/1994,6156
146,1999,1635,27/5/1994,2434
146,2000,1491,27/5/1994,3419
146,2001,1067,27/5/1994,3051
146,2002,102,27/5/1994,138
146,2003,291,27/5/1994,500
146,2004,1627,27/5/1994,4063
146,2005,284,27/5/1994,698
146,2006,449,27/5/1994,1289
146,2007,347,27/5/1994,562
146,2008,1670,27/5/1994,5750
146,2009,856,27/5/1994,2580
146,2010,1573,27/5/1994,3839
146,2011,1589,27/5/1994,7764
146,2012,1270,27/5/1994,3631
146,2013,1161,27/5/1994,2767
146,2014,486,27/5/1994,2284
146,2015,1150,27/5/1994,2301
146,2016,1390,27/5/1994,5172
146,2017,1014,27/5/1994,1564
147,2002,1131,24/4/2002,1393
147,2003,1773,24/4/2002,7284
147,2004,747,24/4/2002,1217
147,2005,1038,24/4/2002,2560
147,2006,374,24/4/2002,1457
147,2007,1829,24/4/2002,4331
147,2008,287,24/4/2002,980
147,2009,1651,24/4/2002,2655
147,2010,493,24/4/2002,1568
147,2011,537,24/4/2002,2532
147,2012,247,24/4/2002,296
147,2013,167,24/4/2002,497
147,2014,1342,24/4/2002,2659
147,2015,239,24/4/2002,368
147,2016,329,24/4/2002,1538
147,2017,348,24/4/2002,1204
148,2011,278,5/7/2011,372
148,2012,179,5/7/2011,380
148,2013,1539,5/7/2011,7674
148,2014,389,5/7/2011,1911
148,2015,1091,5/7/2011,4739
148,2016,486,5/7/2011,2069
148,2017,522,5/7/2011,1500
149,2004,115,11/7/2004,559
149,2005,865,11/7/2004,2793
149,2006,1160,11/7/2004,5335
149,2007,440,11/7/2004,617
149,2008,1840,11/7/2004,6754
149,2009,289,11/7/2004,1317
149,2010,1472,11/7/2004,4947
149,2011,579,11/7/2004,1843
149,2012,266,11/7/2004,939
149,2013,430,11/7/2004,1662
149,2014,1251,11/7/2004,1358
149,2015,1669,11/7/2004,3052
149,2016,1511,11/7/2004,2652
149,2017,1392,11/7/2004,6761
150,2015,555,17/1/2015,1843
150,2016,1574,17/1/2015,3754
150,2017,269,17/1/2015,713
151,2015,118,22/12/2015,168
151,2016,1660,22/12/2015,8035
151,2017,1276,22/12/2015,4726
152,2004,1375,5/2/2004,1972
152,2005,702,5/2/2004,1464
152,2006,1317,5/2/2004,5255
152,2007,1025,5/2/2004,2889
152,2008,1357,5/2/2004,4448
152,2009,1012,5/2/2004,2705
152,2010,1771,5/2/2004,3803
152,2011,1722,5/2/2004,3927
152,2012,196,5/2/2004,607
152,2013,1341,5/2/2004,4187
152,2014,736,5/2/2004,1445
152,2015,1562,5/2/2004,5434
152,2016,1758,5/2/2004,8275
152,2017,1410,5/2/2004,2795
153,1993,457,8/7/1993,661
153,1994,1917,8/7/1993,7604
153,1995,1231,8/7/1993,1843
153,1996,1006,8/7/1993,1589
153,1997,264,8/7/1993,1006
153,1998,403,8/7/1993,1408
153,1999,804,8/7/1993,2590
153,2000,1561,8/7/1993,1599
153,2001,182,8/7/1993,379
153,2002,1261,8/7/1993,5535
153,2003,808,8/7/1993,891
153,2004,937,8/7/1993,2155
153,2005,1028,8/7/1993,1858
153,2006,991,8/7/1993,4449
153,2007,743,8/7/1993,1804
153,2008,1024,8/7/1993,2490
153,2009,603,8/7/1993,2502
153,2010,573,8/7/1993,2443
153,2011,358,8/7/1993,389
153,2012,661,8/7/1993,2248
153,2013,1243,8/7/1993,5032
153,2014,955,8/7/1993,1734
153,2015,1867,8/7/1993,9242
153,2016,1803,8/7/1993,4032
153,2017,1719,8/7/1993,8267
154,2012,1803,6/1/2012,4525
154,2013,440,6/1/2012,1750
154,2014,1276,6/1/2012,4427
154,2015,897,6/1/2012,2269
154,2016,1863,6/1/2012,7649
154,2017,1190,6/1/2012,3762
155,1995,270,21/3/1995,410
155,1996,1842,21/3/1995,8867
155,1997,431,21/3/1995,1000
155,1998,773,21/3/1995,912
155,1999,1613,21/3/1995,6209
155,2000,396,21/3/1995,1041
155,2001,1281,21/3/1995,6295
155,2002,903,21/3/1995,1574
155,2003,520,21/3/1995,1069
155,2004,110,21/3/1995,337
155,2005,1377,21/3/1995,3866
155,2006,1770,21/3/1995,2436
155,2007,500,21/3/1995,2417
155,2008,1481,21/3/1995,4814
155,2009,367,21/3/1995,903
155,2010,1215,21/3/1995,2107
155,2011,1313,21/3/1995,1367
155,2012,1162,21/3/1995,1290
155,2013,897,21/3/1995,1426
155,2014,682,21/3/1995,2621
155,2015,1346,21/3/1995,5765
155,2016,304,21/3/1995,334
155,2017,264,21/3/1995,1296
156,1993,541,18/3/1993,2633
156,1994,421,18/3/1993,1764
156,1995,1224,18/3/1993,3049
156,1996,1151,18/3/1993,3185
156,1997,1162,18/3/1993,4938
156,1998,728,18/3/1993,2929
156,1999,676,18/3/1993,2697
156,2000,102,18/3/1993,142
156,2001,1620,18/3/1993,6779
156,2002,301,18/3/1993,1112
156,2003,1897,18/3/1993,2049
156,2004,986,18/3/1993,4835
156,2005,554,18/3/1993,764
156,2006,561,18/3/1993,2695
156,2007,533,18/3/1993,1812
156,2008,190,18/3/1993,409
156,2009,1888,18/3/1993,7556
156,2010,1050,18/3/1993,3005
156,2011,1395,18/3/1993,6261
156,2012,1462,18/3/1993,7185
156,2013,325,18/3/1993,857
156,2014,860,18/3/1993,3719
156,2015,1895,18/3/1993,2300
156,2016,814,18/3/1993,2975
156,2017,1240,18/3/1993,3317
157,2012,78,14/4/2012,172
157,2013,262,14/4/2012,1160
157,2014,1151,14/4/2012,4795
157,2015,649,14/4/2012,1989
157,2016,338,14/4/2012,545
157,2017,731,14/4/2012,1530
158,2005,575,8/8/2005,751
158,2006,1250,8/8/2005,5131
158,2007,1441,8/8/2005,5493
158,2008,460,8/8/2005,490
158,2009,1717,8/8/2005,5352
158,2010,521,8/8/2005,2267
158,2011,1319,8/8/2005,3031
158,2012,1527,8/8/2005,5717
158,2013,1657,8/8/2005,3492
158,2014,1853,8/8/2005,5645
158,2015,1633,8/8/2005,5642
158,2016,480,8/8/2005,659
158,2017,997,8/8/2005,2861
159,1993,173,4/3/1993,476
159,1994,259,4/3/1993,579
159,1995,1752,4/3/1993,8703
159,1996,752,4/3/1993,2479
159,1997,655,4/3/1993,1123
159,1998,935,4/3/1993,2074
159,1999,758,4/3/1993,1495
159,2000,275,4/3/1993,295
159,2001,827,4/3/1993,4120
159,2002,1546,4/3/1993,3441
159,2003,947,4/3/1993,4356
159,2004,1457,4/3/1993,1895
159,2005,1526,4/3/1993,4135
159,2006,1833,4/3/1993,8276
159,2007,306,4/3/1993,313
159,2008,289,4/3/1993,1294
159,2009,1026,4/3/1993,2144
159,2010,1591,4/3/1993,2260
159,2011,1669,4/3/1993,5564
159,2012,1688,4/3/1993,2779
159,2013,759,4/3/1993,790
159,2014,870,4/3/1993,3683
159,2015,1646,4/3/1993,4159
159,2016,1073,4/3/1993,4345
159,2017,1315,4/3/1993,5212
160,2017,161,1/2/2017,512
161,2000,875,19/5/2000,1837
161,2001,347,19/5/2000,929
161,2002,1785,19/5/2000,2898
161,2003,1424,19/5/2000,4037
161,2004,1867,19/5/2000,9240
161,2005,1590,19/5/2000,3284
161,2006,370,19/5/2000,766
161,2007,1467,19/5/2000,5065
161,2008,1159,19/5/2000,3379
161,2009,1481,19/5/2000,5115
161,2010,1141,19/5/2000,1659
161,2011,679,19/5/2000,1816
161,2012,318,19/5/2000,1097
161,2013,1901,19/5/2000,9037
161,2014,1155,19/5/2000,3923
161,2015,663,19/5/2000,2880
161,2016,1161,19/5/2000,2859
161,2017,266,19/5/2000,805
162,1991,70,16/12/1991,97
162,1992,668,16/12/1991,2573
162,1993,523,16/12/1991,867
162,1994,1723,16/12/1991,4433
162,1995,735,16/12/1991,3232
162,1996,1178,16/12/1991,4792
162,1997,573,16/12/1991,615
162,1998,1254,16/12/1991,4319
162,1999,1836,16/12/1991,4747
162,2000,979,16/12/1991,2546
162,2001,1137,16/12/1991,1260
162,2002,897,16/12/1991,1615
162,2003,922,16/12/1991,3273
162,2004,869,16/12/1991,4275
162,2005,826,16/12/1991,1744
162,2006,1788,16/12/1991,7505
162,2007,562,16/12/1991,1342
162,2008,646,16/12/1991,1941
162,2009,513,16/12/1991,1068
162,2010,1035,16/12/1991,2435
162,2011,1120,16/12/1991,3873
162,2012,169,16/12/1991,802
162,2013,1704,16/12/1991,7792
162,2014,1160,16/12/1991,2694
162,2015,1745,16/12/1991,6412
162,2016,454,16/12/1991,1348
162,2017,1326,16/12/1991,3441
163,2017,52,6/9/2017,248
164,1996,1247,4/4/1996,2195
164,1997,1431,4/4/1996,1500
164,1998,152,4/4/1996,419
164,1999,1721,4/4/1996,3737
164,2000,603,4/4/1996,1339
164,2001,829,4/4/1996,3470
164,2002,1901,4/4/1996,7714
164,2003,1515,4/4/1996,1625
164,2004,911,4/4/1996,3637
164,2005,1407,4/4/1996,5346
164,2006,1581,4/4/1996,4182
164,2007,1329,4/4/1996,2120
164,2008,323,4/4/1996,1447
164,2009,776,4/4/1996,2603
164,2010,1039,4/4/1996,1627
164,2011,987,4/4/1996,2053
164,2012,691,4/4/1996,2913
164,2013,1839,4/4/1996,9150
164,2014,1094,4/4/1996,4670
164,2015,1609,4/4/1996,3248
164,2016,1059,4/4/1996,5154
164,2017,975,4/4/1996,4128
165,1998,1277,28/3/1998,1810
165,1999,359,28/3/1998,580
165,2000,1561,28/3/1998,5054
165,2001,1697,28/3/1998,2834
165,2002,860,28/3/1998,2351
165,2003,526,28/3/1998,1142
165,2004,1287,28/3/1998,2584
165,2005,1426,28/3/1998,4548
165,2006,480,28/3/1998,2112
165,2007,125,28/3/1998,366
165,2008,1864,28/3/1998,4595
165,2009,578,28/3/1998,980
165,2010,414,28/3/1998,724
165,2011,1182,28/3/1998,4701
165,2012,1376,28/3/1998,5096
165,2013,1617,28/3/1998,2203
165,2014,432,28/3/1998,2153
165,2015,233,28/3/1998,449
165,2016,1431,28/3/1998,3357
165,2017,656,28/3/1998,2768
166,1995,1107,18/5/1995,2155
166,1996,616,18/5/1995,701
166,1997,1321,18/5/1995,5111
166,1998,1389,18/5/1995,5354
166,1999,1658,18/5/1995,3555
166,2000,1913,18/5/1995,5880
166,2001,131,18/5/1995,205
166,2002,485,18/5/1995,1634
166,2003,831,18/5/1995,3141
166,2004,840,18/5/1995,2726
166,2005,230,18/5/1995,712
166,2006,1792,18/5/1995,5858
166,2007,1232,18/5/1995,3824
166,2008,108,18/5/1995,289
166,2009,401,18/5/1995,1281
166,2010,851,18/5/1995,3102
166,2011,1212,18/5/1995,3163
166,2012,1326,18/5/1995,1838
166,2013,1448,18/5/1995,2858
166,2014,504,18/5/1995,1787
166,2015,814,18/5/1995,1017
166,2016,1282,18/5/1995,2731
166,2017,1375,18/5/1995,5075
167,2009,267,3/11/2009,666
167,2010,532,3/11/2009,1395
167,2011,1188,3/11/2009,2259
167,2012,1332,3/11/2009,1493
167,2013,983,3/11/2009,1241
167,2014,1906,3/11/2009,5761
167,2015,679,3/11/2009,1178
167,2016,869,3/11/2009,3859
167,2017,1381,3/11/2009,2944
168,2003,573,24/4/2003,1692
168,2004,392,24/4/2003,1847
168,2005,786,24/4/2003,1674
168,2006,668,24/4/2003,2078
168,2007,445,24/4/2003,840
168,2008,494,24/4/2003,1912
168,2009,898,24/4/2003,4301
168,2010,206,24/4/2003,450
168,2011,1400,24/4/2003,3010
168,2012,1008,24/4/2003,5017
168,2013,379,24/4/2003,1048
168,2014,849,24/4/2003,2562
168,2015,408,24/4/2003,618
168,2016,1151,24/4/2003,4104
168,2017,145,24/4/2003,572
169,1990,770,22/3/1990,3400
169,1991,855,22/3/1990,1431
169,1992,964,22/3/1990,3990
169,1993,313,22/3/1990,407
169,1994,454,22/3/1990,1982
169,1995,298,22/3/1990,1244
169,1996,447,22/3/1990,2151
169,1997,1778,22/3/1990,8802
169,1998,1087,22/3/1990,2192
169,1999,655,22/3/1990,2995
169,2000,376,22/3/1990,549
169,2001,152,22/3/1990,229
169,2002,1534,22/3/1990,4061
169,2003,315,22/3/1990,1573
169,2004,802,22/3/1990,1055
169,2005,1444,22/3/1990,3936
169,2006,958,22/3/1990,4656
169,2007,1795,22/3/1990,2268
169,2008,214,22/3/1990,534
169,2009,1275,22/3/1990,1753
169,2010,254,22/3/1990,775
169,2011,1542,22/3/1990,1838
169,2012,1177,22/3/1990,2505
169,2013,696,22/3/1990,1883
169,2014,1079,22/3/1990,2157
169,2015,776,22/3/1990,2869
169,2016,853,22/3/1990,2249
169,2017,801,22/3/1990,1161
170,2016,1138,9/5/2016,5208
170,2017,844,9/5/2016,2060
171,2007,397,28/10/2007,1689
171,2008,1522,28/10/2007,7269
171,2009,596,28/10/2007,1541
171,2010,567,28/10/2007,2283
171,2011,1323,28/10/2007,5966
171,2012,1526,28/10/2007,5279
171,2013,982,28/10/2007,3360
171,2014,334,28/10/2007,1513
171,2015,1413,28/10/2007,2110
171,2016,588,28/10/2007,1710
171,2017,1148,28/10/2007,2946
172,2017,458,26/9/2017,1201
173,2012,1109,6/4/2012,2047
173,2013,1911,6/4/2012,9049
173,2014,315,6/4/2012,596
173,2015,441,6/4/2012,1736
173,2016,1045,6/4/2012,1441
173,2017,1135,6/4/2012,4583
174,2016,1125,1/2/2016,4711
174,2017,911,1/2/2016,1773
175,2000,327,8/5/2000,887
175,2001,627,8/5/2000,2097
175,2002,892,8/5/2000,2799
175,2003,1055,8/5/2000,3829
175,2004,1237,8/5/2000,2969
175,2005,809,8/5/2000,1716
175,2006,1263,8/5/2000,3676
175,2007,1793,8/5/2000,5719
175,2008,1565,8/5/2000,6433
175,2009,729,8/5/2000,1062
175,2010,487,8/5/2000,1182
175,2011,297,8/5/2000,821
175,2012,1519,8/5/2000,6399
175,2013,110,8/5/2000,550
175,2014,672,8/5/2000,1667
175,2015,1629,8/5/2000,4268
175,2016,1067,8/5/2000,3492
175,2017,1802,8/5/2000,1924
176,1993,62,27/11/1993,276
176,1994,1413,27/11/1993,3908
176,1995,1432,27/11/1993,2825
176,1996,727,27/11/1993,2755
176,1997,182,27/11/1993,846
176,1998,1154,27/11/1993,4264
176,1999,182,27/11/1993,597
176,2000,280,27/11/1993,654
176,2001,327,27/11/1993,1318
176,2002,1745,27/11/1993,4335
176,2003,434,27/11/1993,961
176,2004,1916,27/11/1993,6638
176,2005,1578,27/11/1993,2076
176,2006,1887,27/11/1993,3234
176,2007,1355,27/11/1993,1540
176,2008,1802,27/11/1993,3195
176,2009,1372,27/11/1993,6380
176,2010,1518,27/11/1993,2407
176,2011,117,27/11/1993,120
176,2012,1390,27/11/1993,5103
176,2013,576,27/11/1993,2196
176,2014,1446,27/11/1993,4055
176,2015,1430,27/11/1993,5218
176,2016,1067,27/11/1993,4007
176,2017,1767,27/11/1993,7223
177,2011,274,25/11/2011,1137
177,2012,907,25/11/2011,2634
177,2013,622,25/11/2011,1068
177,2014,694,25/11/2011,1145
177,2015,1075,25/11/2011,5246
177,2016,1717,25/11/2011,4081
177,2017,249,25/11/2011,1040
178,2003,897,14/5/2003,4233
178,2004,989,14/5/2003,4757
178,2005,447,14/5/2003,1450
178,2006,884,14/5/2003,3387
178,2007,310,14/5/2003,1527
178,2008,670,14/5/2003,1339
178,2009,656,14/5/2003,2519
178,2010,1662,14/5/2003,7408
178,2011,910,14/5/2003,1456
178,2012,906,14/5/2003,2556
178,2013,480,14/5/2003,2326
178,2014,813,14/5/2003,1909
178,2015,226,14/5/2003,900
178,2016,615,14/5/2003,1195
178,2017,533,14/5/2003,1310
179,2003,1523,8/1/2003,2474
179,2004,1112,8/1/2003,5226
179,2005,1719,8/1/2003,8309
179,2006,1589,8/1/2003,5363
179,2007,1597,8/1/2003,7974
179,2008,746,8/1/2003,2287
179,2009,1828,8/1/2003,4206
179,2010,180,8/1/2003,844
179,2011,496,8/1/2003,498
179,2012,1432,8/1/2003,4787
179,2013,305,8/1/2003,1023
179,2014,587,8/1/2003,1488
179,2015,360,8/1/2003,879
179,2016,635,8/1/2003,716
179,2017,109,8/1/2003,133
180,1992,849,13/5/1992,2881
180,1993,988,13/5/1992,3225
180,1994,952,13/5/1992,3622
180,1995,891,13/5/1992,3689
180,1996,654,13/5/1992,2996
180,1997,1441,13/5/1992,1719
180,1998,151,13/5/1992,180
180,1999,933,13/5/1992,4335
180,2000,1347,13/5/1992,4070
180,2001,120,13/5/1992,426
180,2002,1529,13/5/1992,5108
180,2003,1203,13/5/1992,4110
180,2004,1543,13/5/1992,7486
180,2005,1886,13/5/1992,8037
180,2006,418,13/5/1992,2049
180,2007,874,13/5/1992,3882
180,2008,1108,13/5/1992,5137
180,2009,1812,13/5/1992,7050
180,2010,167,13/5/1992,723
180,2011,96,13/5/1992,228
180,2012,1836,13/5/1992,5389
180,2013,1040,13/5/1992,3973
180,2014,169,13/5/1992,258
180,2015,1743,13/5/1992,6234
180,2016,787,13/5/1992,2383
180,2017,503,13/5/1992,1989
181,1997,785,5/4/1997,2257
181,1998,1458,5/4/1997,4261
181,1999,1888,5/4/1997,7634
181,2000,791,5/4/1997,3785
181,2001,1020,5/4/1997,2685
181,2002,1436,5/4/1997,4028
181,2003,543,5/4/1997,1896
181,2004,303,5/4/1997,397
181,2005,870,5/4/1997,1211
181,2006,1821,5/4/1997,8444
181,2007,1007,5/4/1997,1295
181,2008,715,5/4/1997,3224
181,2009,207,5/4/1997,801
181,2010,260,5/4/1997,904
181,2011,875,5/4/1997,1373
181,2012,1083,5/4/1997,1451
181,2013,1333,5/4/1997,6226
181,2014,975,5/4/1997,1215
181,2015,206,5/4/1997,234
181,2016,1605,5/4/1997,2872
181,2017,1715,5/4/1997,3419
182,1995,469,20/4/1995,553
182,1996,1518,20/4/1995,4748
182,1997,814,20/4/1995,3881
182,1998,1681,20/4/1995,6731
182,1999,657,20/4/1995,1527
182,2000,770,20/4/1995,1487
182,2001,1289,20/4/1995,5738
182,2002,1225,20/4/1995,2511
182,2003,1034,20/4/1995,3327
182,2004,488,20/4/1995,1695
182,2005,560,20/4/1995,599
182,2006,1220,20/4/1995,3816
182,2007,310,20/4/1995,976
182,2008,1396,20/4/1995,6609
182,2009,186,20/4/1995,903
182,2010,723,20/4/1995,3539
182,2011,784,20/4/1995,1243
182,2012,561,20/4/1995,1539
182,2013,1097,20/4/1995,2197
182,2014,1720,20/4/1995,5330
182,2015,97,20/4/1995,389
182,2016,1133,20/4/1995,1468
182,2017,1439,20/4/1995,3096
183,1993,868,27/4/1993,1762
183,1994,477,27/4/1993,513
183,1995,732,27/4/1993,3314
183,1996,681,27/4/1993,2035
183,1997,1702,27/4/1993,6964
183,1998,1261,27/4/1993,1945
183,1999,835,27/4/1993,2077
183,2000,1410,27/4/1993,2986
183,2001,526,27/4/1993,828
183,2002,1621,27/4/1993,2531
183,2003,1548,27/4/1993,2478
183,2004,642,27/4/1993,2996
183,2005,1293,27/4/1993,5839
183,2006,1335,27/4/1993,6401
183,2007,1438,27/4/1993,5029
183,2008,642,27/4/1993,654
183,2009,1206,27/4/1993,2950
183,2010,875,27/4/1993,3507
183,2011,200,27/4/1993,237
183,2012,997,27/4/1993,2546
183,2013,1508,27/4/1993,3824
183,2014,599,27/4/1993,1544
183,2015,598,27/4/1993,2073
183,2016,700,27/4/1993,1139
183,2017,309,27/4/1993,384
184,2011,441,9/9/2011,747
184,2012,1419,9/9/2011,5904
184,2013,951,9/9/2011,2942
184,2014,718,9/9/2011,1182
184,2015,1772,9/9/2011,3164
184,2016,1256,9/9/2011,4190
184,2017,477,9/9/2011,2259
185,2012,382,18/7/2012,495
185,2013,568,18/7/2012,2534
185,2014,1186,18/7/2012,2413
185,2015,928,18/7/2012,992
185,2016,97,18/7/2012,188
185,2017,1148,18/7/2012,4140
186,1995,495,22/7/1995,1562
186,1996,1899,22/7/1995,3351
186,1997,1403,22/7/1995,1961
186,1998,438,22/7/1995,1873
186,1999,1676,22/7/1995,6456
186,2000,631,22/7/1995,1631
186,2001,1484,22/7/1995,5617
186,2002,845,22/7/1995,3902
186,2003,549,22/7/1995,2668
186,2004,362,22/7/1995,1387
186,2005,156,22/7/1995,623
186,2006,1682,22/7/1995,2768
186,2007,1841,22/7/1995,7454
186,2008,374,22/7/1995,1509
186,2009,1773,22/7/1995,5754
186,2010,610,22/7/1995,2716
186,2011,578,22/7/1995,1567
186,2012,1715,22/7/1995,5261
186,2013,1372,22/7/1995,1740
186,2014,478,22/7/1995,1769
186,2015,815,22/7/1995,3683
186,2016,1206,22/7/1995,3365
186,2017,210,22/7/1995,484
187,2005,210,4/6/2005,651
187,2006,653,4/6/2005,2829
187,2007,1496,4/6/2005,3229
187,2008,740,4/6/2005,2179
187,2009,1867,4/6/2005,6356
187,2010,1682,4/6/2005,5786
187,2011,1114,4/6/2005,2353
187,2012,504,4/6/2005,1254
187,2013,611,4/6/2005,2342
187,2014,1885,4/6/2005,4562
187,2015,1256,4/6/2005,3193
187,2016,1059,4/6/2005,4036
187,2017,1625,4/6/2005,2534
188,1998,548,19/7/1998,1927
188,1999,166,19/7/1998,586
188,2000,250,19/7/1998,1096
188,2001,1188,19/7/1998,3970
188,2002,596,19/7/1998,1157
188,2003,730,19/7/1998,2945
188,2004,548,19/7/1998,682
188,2005,1695,19/7/1998,7354
188,2006,1417,19/7/1998,3494
188,2007,1077,19/7/1998,5262
188,2008,1898,19/7/1998,5520
188,2009,642,19/7/1998,2052
188,2010,633,19/7/1998,1985
188,2011,631,19/7/1998,2384
188,2012,1184,19/7/1998,3878
188,2013,1165,19/7/1998,5104
188,2014,302,19/7/1998,1459
188,2015,1383,19/7/1998,4898
188,2016,1633,19/7/1998,2642
188,2017,1375,19/7/1998,5023
189,2017,531,12/9/2017,951
190,1996,314,19/5/1996,1224
190,1997,1784,19/5/1996,3595
190,1998,1822,19/5/1996,2150
190,1999,833,19/5/1996,4060
190,2000,1175,19/5/1996,1991
190,2001,1821,19/5/1996,4421
190,2002,1670,19/5/1996,8309
190,2003,819,19/5/1996,3220
190,2004,1642,19/5/1996,4832
190,2005,167,19/5/1996,294
190,2006,1079,19/5/1996,2958
190,2007,1650,19/5/1996,3489
190,2008,1204,19/5/1996,4214
190,2009,1171,19/5/1996,3906
190,2010,1161,19/5/1996,1707
190,2011,1723,19/5/1996,6732
190,2012,295,19/5/1996,1187
190,2013,293,19/5/1996,1439
190,2014,1828,19/5/1996,3067
190,2015,242,19/5/1996,944
190,2016,573,19/5/1996,2362
190,2017,881,19/5/1996,1917
191,1993,763,22/6/1993,1242
191,1994,451,22/6/1993,705
191,1995,158,22/6/1993,622
191,1996,568,22/6/1993,1052
191,1997,857,22/6/1993,1040
191,1998,1328,22/6/1993,3833
191,1999,836,22/6/1993,3103
191,2000,522,22/6/1993,898
191,2001,1164,22/6/1993,4337
191,2002,1725,22/6/1993,7739
191,2003,1427,22/6/1993,3164
191,2004,751,22/6/1993,1587
191,2005,1529,22/6/1993,6765
191,2006,902,22/6/1993,3506
191,2007,508,22/6/1993,890
191,2008,1417,22/6/1993,1488
191,2009,1760,22/6/1993,6046
191,2010,846,22/6/1993,2322
191,2011,886,22/6/1993,2423
191,2012,1029,22/6/1993,4687
191,2013,1268,22/6/1993,3671
191,2014,223,22/6/1993,269
191,2015,328,22/6/1993,997
191,2016,628,22/6/1993,1119
191,2017,211,22/6/1993,678
192,2015,1433,25/1/2015,3824
192,2016,656,25/1/2015,3147
192,2017,1477,25/1/2015,3830
193,1991,272,12/3/1991,1034
193,1992,1204,12/3/1991,1639
193,1993,256,12/3/1991,733
193,1994,1832,12/3/1991,2098
193,1995,1497,12/3/1991,6485
193,1996,421,12/3/1991,638
193,1997,1358,12/3/1991,1503
193,1998,1500,12/3/1991,4310
193,1999,990,12/3/1991,4893
193,2000,873,12/3/1991,991
193,2001,1547,12/3/1991,4574
193,2002,805,12/3/1991,3637
193,2003,415,12/3/1991,991
